Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
559,"Suraksha
 DiagnosticPvt.
 Ltd.","C1/2,OppositeMataChanan
 DeviHospital,LalSaiMandir
 Marg, Janakpuri, Delhi, 110058.",,,,India,,,,,,28.6178158,77.0782499,GEOMETRIC_CENTER,"NABH
 Accredited","X-ray,MRI,CT,OPG,
 Mammography,USG,ECHO,
 ECG, EEG, EMG, PFT, TMT,
 Bone-Densitometry.",,CGHS_hospitals,0,,,,"Suraksha
 DiagnosticPvt.
 Ltd., C1/2,OppositeMataChanan
 DeviHospital,LalSaiMandir
 Marg, Janakpuri, Delhi, 110058., , ",28.6216631,77.0896859,110058,"Janakpuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110058, India",,0.260504202,0.65332244,0.515873016,0.702220701,0.003318975,0.027272727,0.033189746,0.524972983
560,"Dr. Dhawan's Netra
 Eye Hospital","WZ-99, Dayal Sar Road, Subhash park Extension 2, Block K, Param Puri, Uttam Nagar, Delhi,",110059,,,India,,,,,,28.6178425,77.0550414,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.61784,77.05504,"Dr. Dhawan's Netra
 Eye Hospital, WZ-99, Dayal Sar Road, Subhash park Extension 2, Block K, Param Puri, Uttam Nagar, Delhi,, , 110059",28.6179171,77.0549715,110059,"Uttam Nagar West, Uttam Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110059, India",,0.270676692,0.631135508,0.52027027,0.69609897,0.00293968,0.166666667,0.0293968,0.548876271
561,"Fortis Hospitals
 Ltd.
 ","B-22, Rasoolpur Nawada, D Block, Sector 62, Noida, Uttar Pradesh",201301,,,India,,,,,,28.6185284,77.3726302,ROOFTOP,"NABH /NABL
 Accredited","GeneralMedicine, GeneralSurgery,
 Endocrinology,BoneMarrow
 Transplant,Cardiology,Cardio
 thoracicSurgery,Gynaecology&
 ObstetheicsGastroenterology,
 Nephrology,Neurology,
 Neurosurgery, ENT, Eye, Orthopedic
 Surgery including joint replacement ,
 Paediatrics, Psychiatry,Respiratory
 Medicine,Rheumatology,Surgical
 and medical Oncology, Radiotherapy,
 Kidney,livertransplantation
 Urology, and Diagnostics.",,CGHS_hospitals,1,,28.6185284,77.37263,"Fortis Hospitals
 Ltd.
 , B-22, Rasoolpur Nawada, D Block, Sector 62, Noida, Uttar Pradesh, , 201301",28.6179555,77.3699476,201301,"Sector 62, Noida, Dadri, Gautam Buddha Nagar District, Uttar Pradesh, 201301, India",,0.32,0.657861446,0.591304348,0.746396968,0.00425,0.065217391,0.0425,0.564157392
562,"Complete Eye Care
 Centre
 
 ","Pocket B, F-7,1st Floor, Manish Chambers ,LSC, Ram Kumar Gautam Marg, Mayur Vihar Phase II, New Delhi, Delhi",110091,,,India,,,,,,28.6186754,77.3012625,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.61867,77.301262,"Complete Eye Care
 Centre
 
 , Pocket B, F-7,1st Floor, Manish Chambers ,LSC, Ram Kumar Gautam Marg, Mayur Vihar Phase II, New Delhi, Delhi, , 110091",28.6202867,77.3023181,110091,"Mayur Vihar II, Mayur Vihar Tehsil, East Delhi District, Delhi, 110091, India",,0.214765101,0.552227694,0.430379747,0.634848965,0.002567452,0.157142857,0.025674519,0.491023252
563,"Mata Chanan
 Devi Hospital,
 
 ","c1, Lal Sai Mandir Marg, Block C1, Janakpuri, New Delhi, Delhi",110058,,,India,,,,,,28.6187501,77.0783142,ROOFTOP,"NABH
 Accredited
 w.e.f.
 27.07.2016
 
 Lab NABL
 Accredited
 w.e.f.
 25.03.2015","InterventionalCardiology&
 CardiothoracicSurgery,Endoscopic/
 Laparoscopic procedures, Gynecology &
 Obstetrics,OrthopedicSurgery
 includingJointReplacement,General
 Medicine,GeneralSurgery,
 Pulmonology,Neurology&
 Neurosurgery,Urology&Nephrology
 (IncludingDialysis),Gastroenterology
 and GI Surgery, Paediatrics, Eye & ENT,
 Cancertreatment(Surgery,
 Chemotherapy) and Diagnostics.",,CGHS_hospitals,1,,28.61875,77.078314,"Mata Chanan
 Devi Hospital,
 
 , c1, Lal Sai Mandir Marg, Block C1, Janakpuri, New Delhi, Delhi, , 110058",28.618568,77.078669,110058,"Lal Sai Marg, Janakpuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110058, India",,0.247619048,0.688196752,0.632478632,0.778731683,0.004263039,0.139784946,0.042630385,0.575067724
565,"Tarak Hospital
 India Pvt. Ltd.
 ","C-7,Jai Bharat Enclave , Dwarka More, New Delhi, Najafgarh Rd, Block C, Dwarka, Delhi,",110059,,,India,,,,,,28.6192561,77.0300137,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obs., Orthopaedic Surgery
 (includingJointReplacement),
 Otorhinolaryngology,Medical
 Gastroenterology,Cardiology,
 Nephrology,Neurology,Oncology
 (Gynecological),Urology(including
 dialysisandlithotripsy),Eyeand
 Dental.",,CGHS_hospitals,1,,28.61925,77.030013,"Tarak Hospital
 India Pvt. Ltd.
 , C-7,Jai Bharat Enclave , Dwarka More, New Delhi, Najafgarh Rd, Block C, Dwarka, Delhi,, , 110059",28.6196066,77.0307864,110078,"Nawada, Patel Nagar Tehsil, West Delhi District, Delhi, 110078, India",,0.229007634,0.595839083,0.470588235,0.673162293,0.002971855,0.076271186,0.029718548,0.499891208
566,"National
 Imagingand
 PathLabs(","Plot No.1, Metro Pillar No. 799,
 Vipin Garden, Dwarka More,
 Uttam Nagar, New Delhi-
 110059. Tel. No. 9711127333.",,,,India,,,,,,28.6193836,77.0276826,ROOFTOP,"Non-
 NABH/Non-
 NABL","X-ray, USG, CT Scan, Colour
 Doppler,OPG,MRI&
 Laboratory Investigations",,CGHS_hospitals,0,,,,"National
 Imagingand
 PathLabs(, Plot No.1, Metro Pillar No. 799,
 Vipin Garden, Dwarka More,
 Uttam Nagar, New Delhi-
 110059. Tel. No. 9711127333., , ",28.6211639,77.0280244,110078,"Vipin Garden, Patel Nagar Tehsil, West Delhi District, Delhi, 110078, India",,0.236842105,0.610919928,0.409937888,0.618146636,0.002445464,0.086956522,0.02445464,0.49790022
567,"SrivastavaMRI
 &Imaging
 Centre
","Shop. No. 1,2,3,&6, Purvanchal
 Plaza,Pkt-B,LSCMarket,
 MayurVihar,Phase-2,Delhi.
 Tel.No.011-22779009,
 9811157069.",,,,India,,,,,,28.6199021,77.301179,GEOMETRIC_CENTER,Non-NABH,"UltraSound,MRI&
 Radiology",,CGHS_hospitals,0,,,,"SrivastavaMRI
 &Imaging
 Centre
, Shop. No. 1,2,3,&6, Purvanchal
 Plaza,Pkt-B,LSCMarket,
 MayurVihar,Phase-2,Delhi.
 Tel.No.011-22779009,
 9811157069., , ",28.6198259,77.3013462,110091,"Virmani Hospital, DME Service Road, Mayur Vihar II, Mayur Vihar, Mayur Vihar Tehsil, East Delhi District, Delhi, 110091, India",,0.227272727,0.605098605,0.458333333,0.631738055,0.002298027,0.051948052,0.022980266,0.495068351
568,"Gandhi
 Hospital","C-50-51, Najafgarh Rd, Block E, Om Vihar, Uttam Nagar, Delhi,",110059,,,India,,,,,,28.619955,77.0536,0,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obs., Orthopaedic (including
 JointReplacement),
 Otorhinolaryngology,Respiratory
 Medicine,Cardiology,Medical
 Gastroenterology,Nephrology,
 Neurology,Neurosurgery,Cardiology,
 Urology(includingdialysisand
 lithotripsy),Oncology,Eye,Dental
 and Diagnostic.",,CGHS_hospitals,1,,28.61995,77.0536,"Gandhi
 Hospital, C-50-51, Najafgarh Rd, Block E, Om Vihar, Uttam Nagar, Delhi,, , 110059",28.6199524,77.0535833,110059,"Gandhi Hospital, Shivaji Marg, Nawada, Patel Nagar Tehsil, West Delhi District, Delhi, 110059, India",,0.39,0.697034589,0.561983471,0.720798558,0.004734251,0.141304348,0.047342507,0.605731669
569,"MataRoop
 Rani Maggo &
 Mahindru
 Hospital
 ","C-9, Om vihar, Phase 1, Uttam Nagar, metro Pillar No-709, Delhi,",110059,,,India,,,,,,28.6210729,77.0502768,GEOMETRIC_CENTER,"NABHAccre
 dited
 06.01.2020","GeneralMedicine,GeneralSurgery,
 Gynae.&Obst.,Orthopaedic
 (includingJointReplacement),
 RespiratoryMedicine,Cardiology,
 Endocrinology,Medical&Surgical
 Gastroenterology,Neonatology,
 Nephrology,Neurology,Oncologyâ€“
 (Medical)Urology(includingdialysis
 and lithotripsy) Eye, ENT, Dental and
 Diagnostics",,CGHS_hospitals,1,,28.62107,77.05027,"MataRoop
 Rani Maggo &
 Mahindru
 Hospital
 , C-9, Om vihar, Phase 1, Uttam Nagar, metro Pillar No-709, Delhi,, , 110059",28.6206661,77.0495995,110059,"Mahindru Hospital, Shivaji Marg, Nawada, Patel Nagar Tehsil, West Delhi District, Delhi, 110059, India",,0.316666667,0.662826797,0.574468085,0.732140295,0.003611111,0.107142857,0.036111111,0.569723429
571,"Eye7 Hospitals Pvt.
 Ltd.
 ","Metro Pillar No-614 A-1/173, Najafgarh Rd, Block A1, Janakpuri, New Delhi, Delhi",110058,,,India,,,,,,28.62761045,77.07329975,APPROXIMATE,"NABH
 Accredited w.e.f.
 22.05.2019",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6276104,77.07329974,"Eye7 Hospitals Pvt.
 Ltd.
 , Metro Pillar No-614 A-1/173, Najafgarh Rd, Block A1, Janakpuri, New Delhi, Delhi, , 110058",28.6286473,77.0751836,110018,"Vikaspuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110018, India",,0.226890756,0.61489155,0.480620155,0.669810514,0.003107125,0.110091743,0.031071252,0.513602913
572,"StarsDental
 Clinic
 ","A-14,D.K.Road,Mohan
 Garden,UttamNagar,New
 Delhi-110059.",,,,India,,,,,,28.6220014,77.0396157,ROOFTOP,"NABH
 Accredited","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"StarsDental
 Clinic
 , A-14,D.K.Road,Mohan
 Garden,UttamNagar,New
 Delhi-110059., , ",28.6232111,77.039724,110059,"D K Road, K-1 Extn, Nawada, Patel Nagar Tehsil, West Delhi District, Delhi, 110059, India",,0.191011236,0.665849236,0.587155963,0.740193603,0.004889456,0.024096386,0.048894558,0.521942139
573,"ShyamaSuper
 SpecialityEye
 Hospital,
","B 139A, Narwana Rd, I.P.Extension, West Vinod Nagar, New Delhi, Delhi",110092,,,India,,,,,,28.62347609,77.29885315,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.623476,77.29885314,"ShyamaSuper
 SpecialityEye
 Hospital,
, B 139A, Narwana Rd, I.P.Extension, West Vinod Nagar, New Delhi, Delhi, , 110092",28.6359521,77.3057354,110051,"Madhu Vihar, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.25210084,0.64112079,0.496124031,0.682009829,0.0030012,0.113043478,0.030012005,0.532018582
574,"I Create Hospital
 ","A3/24, Third Floor, Janakpuri, near Mata Chanan Devi Hospital, Block A3, Janakpuri, Delhi,",110058,,,India,,,,,,28.6247547,77.0904389,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6247547,77.0904389,"I Create Hospital
 , A3/24, Third Floor, Janakpuri, near Mata Chanan Devi Hospital, Block A3, Janakpuri, Delhi,, , 110058",28.6210994,77.0808792,110058,"A-3, Janakpuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110058, India",,0.280991736,0.662696987,0.546875,0.725203668,0.00355167,0.138888889,0.0355167,0.56099501
575,Care Diagnostics,"D1A/141A,Janakpuri,New
 Delhi-58.Cont.No.011-
 28521001, 9800,9711005393.",,,,India,,,,,,28.624802,77.081566,ROOFTOP,"Non-NABH/
 Non-NABL","X-ray,CT-Scan,Ultra-sound
 & Laboratory Investigations.",,CGHS_hospitals,0,,,,"Care Diagnostics, D1A/141A,Janakpuri,New
 Delhi-58.Cont.No.011-
 28521001, 9800,9711005393., , ",28.6090226,77.104511,110046,"D1B, Janakpuri, Delhi Cantonment, New Delhi District, Delhi, 110046, India",,0.263157895,0.596177554,0.444444444,0.620191316,0.003822715,0.094736842,0.038227147,0.508898608
577,Hi-Tech Eye Centre,"A-12 FF,Vikas Puri Main Najaf Garh Road, Shivaji Marg, Delhi,",110018,,,India,,,,,,28.6263774,77.0685446,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6263774,77.0685446,"Hi-Tech Eye Centre, A-12 FF,Vikas Puri Main Najaf Garh Road, Shivaji Marg, Delhi,, , 110018",28.6263774,77.0685446,110018,"Vikaspuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110018, India",,0.230769231,0.637006512,0.537735849,0.704186851,0.004286922,0.082352941,0.042869219,0.52663002
578,"Apex Citi
 Hospital","D-440, Hanuman Road, D-Block, I.P.Extension, West Vinod Nagar, New Delhi, Delhi",110091,,,India,,,,,,28.6266116,77.3020095,GEOMETRIC_CENTER,"NABH w.e.f
 15.10.2020","GeneralMedicine,GeneralSurgery,
 Gynecology and Obst, Orthopedic, Eye,
 ENT,Endoscopic/LaproscopicSurgery,
 Gastroentorology,Neurology,Urology,
 nephrology,Dental and Diagnostics.",,CGHS_hospitals,1,,28.6266116,77.3020095,"Apex Citi
 Hospital, D-440, Hanuman Road, D-Block, I.P.Extension, West Vinod Nagar, New Delhi, Delhi, , 110091",28.6266116,77.3020095,110091,"Apex Citi Hospital, Shri Hanuman Marg, Indraprastha Extension, Preet Vihar Tehsil, East Delhi District, Delhi, 110091, India",,0.532258065,0.837950839,0.613793103,0.762048867,0.003966942,0.10619469,0.039669421,0.690975139
579,"Centre For Sight
 ","A3, Vikaspuri, Opp. Metro pillar no. 627, Najafgarh Rd, New Delhi, Delhi",110018,,,India,,,,,,28.626782,77.0697536,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.626782,77.0697536,"Centre For Sight
 , A3, Vikaspuri, Opp. Metro pillar no. 627, Najafgarh Rd, New Delhi, Delhi, , 110018",28.6723214,77.0591668,110041,"Kammruddin Nagar, Nangloi, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110041, India",,0.215686275,0.637604605,0.503937008,0.67171475,0.003796617,0.126315789,0.037966167,0.525019626
580,"B.M. Gupta
 Hospital Pvt.
 Ltd.
 
 ","H-9 15, Arya Samaj Rd, SDM Market, Block O, Uttam Nagar, New Delhi, Delhi",110059,,,India,,,,,,28.61956463,77.06137252,ROOFTOP,Non-NABH,"GeneralMedicine,Gynae&Obs.,
 Orthopedicsandjointreplacements,
 GeneralSurgery,
 Endoscopic/Laproscopicprocedures,
 Neurology&NeuroSurgery,
 Gastroenterology,Urology&
 NephrologyincludingDialysis,Eye,
 ENT,Cancertreatment(Surgery,
 Chemotherapy) and Diagnostics.","Tel. No. 011-
 47157777.",CGHS_hospitals,1,,28.6195646,77.06137252,"B.M. Gupta
 Hospital Pvt.
 Ltd.
 
 , H-9 15, Arya Samaj Rd, SDM Market, Block O, Uttam Nagar, New Delhi, Delhi, , 110059",28.619539,77.0613698,110059,"B.M. Gupta Hospital Pvt. Ltd., som bazar road, Uttam Nagar West, Uttam Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110059, India",,0.460431655,0.83771283,0.588957055,0.743315536,0.003645833,0.180327869,0.036458333,0.680751962
581,"Dr.LalPath
 Labs Pvt. Ltd.","54,EskayHouse,Hanuman
 Road, New Delhi.
 Tel. No. 011- 30403210",,,,India,,,,,,28.627715,77.212305,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"Dr.LalPath
 Labs Pvt. Ltd., 54,EskayHouse,Hanuman
 Road, New Delhi.
 Tel. No. 011- 30403210, , ",28.6295733,77.2170763,110001,"Doctor Lal Pathlabs, Hanuman Road, Shankar Market, Connaught Place, Chanakya Puri Tehsil, New Delhi District, Delhi, 110001, India",,0.284615385,0.609577845,0.470588235,0.64788663,0.004265928,0.076923077,0.04265928,0.520348599
583,"ModernDental
 andOro
 Maxillofacial
 Clinic
 ","B-217,GroundFloor,Hari
 Nagar, Behind DDU Hospital,
 New Delhi-110064.",,,,India,,,,,,28.6280643,77.1122969,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"ModernDental
 andOro
 Maxillofacial
 Clinic
 , B-217,GroundFloor,Hari
 Nagar, Behind DDU Hospital,
 New Delhi-110064., , ",28.6282396,77.1149847,110064,"Hari Nagar, Rajouri Garden Tehsil, West Delhi District, Delhi, 110064, India",,0.247933884,0.624472683,0.515384615,0.69867519,0.003346766,0.025862069,0.033467659,0.512215463
584,"Suraksha
 DiagnosticPvt.
 Ltd.","185, Saini Enclave, Vikas Marg,
 NearKarkardoomaMetro
 Station, Delhi -110092.",,,,India,,,,,,28.6307117,77.2775859,GEOMETRIC_CENTER,"NABH
 Accredited","X-ray,MRI,CT,OPG,
 Mammography,USG,ECHO,
 ECG, EEG, EMG, PFT, TMT,
 Bone-Densitometry.",,CGHS_hospitals,0,,,,"Suraksha
 DiagnosticPvt.
 Ltd., 185, Saini Enclave, Vikas Marg,
 NearKarkardoomaMetro
 Station, Delhi -110092., , ",28.6324067,77.2801392,110031,"Shakarpur, Gandhi Nagar Tehsil, East Delhi District, Delhi, 110031, India",,0.245614035,0.657066944,0.508064516,0.69060019,0.003385657,0.026548673,0.033856571,0.520458153
585,"Dr.Kapurs The
 Healing TouchEye
 Center","D 8, Vikaspuri, New Delhi, Delhi",110018,,,India,,,,,,28.6327209,77.0672763,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6327209,77.0672763,"Dr.Kapurs The
 Healing TouchEye
 Center, D 8, Vikaspuri, New Delhi, Delhi, , 110018",28.645392,77.069441,110018,"Manocha Apartments, Vikaspuri, Patel Nagar Tehsil, West Delhi District, Delhi, 110018, India",,0.25,0.691059363,0.605504587,0.755285202,0.005370881,0.172413793,0.053708811,0.578672336
586,"MaxSuper
 Speciality
 Hospital(A
 UnitofBalaji
 Medical&
 Diagnostic
 Research
 Centre)","108A, I.P.Extension, Patparganj, Delhi,",110092,,,India,,,,,,28.632929,77.309009,0,"NABH /
 NABL
 Accredited","InterventionalCardiology&
 CardiothoracicSurgery,Pulmonology,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 GeneralMedicine,GeneralSurgery,
 Neurology & Neurosurgery, Urology &
 Nephrology(IncludingDialysis),
 GastroenterologyandGISurgery,
 Vascular & Plastic Surgery, Paediatrics,
 Eye & ENT, Cancer treatment (Surgery,
 Chemotherapy&Radiotherapy)and
 Diagnostics.",,CGHS_hospitals,1,,28.632929,77.309009,"MaxSuper
 Speciality
 Hospital(A
 UnitofBalaji
 Medical&
 Diagnostic
 Research
 Centre), 108A, I.P.Extension, Patparganj, Delhi,, , 110092",28.6333288,77.309562,110092,"Max Superspeciality Hospital, 108-A, Indraprastha Extension, Preet Vihar Tehsil, East Delhi District, Delhi, 110092, India",,0.347826087,0.798009966,0.666666667,0.801519109,0.003071834,0.127819549,0.030718336,0.640193202
587,"PearlWhite
 Dental Clinic,
 ","Shop No. 128, Bhagat Singh
 Market,GoleMarket,
 Connaught Place, New Delhi-
 110001.",,,,India,,,,,,28.6332557,77.2071146,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"PearlWhite
 Dental Clinic,
 , Shop No. 128, Bhagat Singh
 Market,GoleMarket,
 Connaught Place, New Delhi-
 110001., , ",28.6332399,77.2071683,110055,"Connaught Place, Chanakya Puri Tehsil, New Delhi District, Delhi, 110055, India",,0.228813559,0.637364602,0.515384615,0.693937334,0.003590922,0.071428571,0.035909221,0.51983263
588,"SmirkDental&
 Implant Centre
 \","F-13,VijayChowk,Laxmi
 Nagar, Delhi-110092.",,,,India,,,,,,28.6338703,77.2794169,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"SmirkDental&
 Implant Centre
 \, F-13,VijayChowk,Laxmi
 Nagar, Delhi-110092., , ",28.6335637,77.2791039,110031,"Preet Vihar, Laxmi Nagar, Preet Vihar Tehsil, East Delhi District, Delhi, 110031, India",,0.229885057,0.595387563,0.491071429,0.65926204,0.004609375,0.088607595,0.04609375,0.506677138
589,The Caring Touch,"R-721, Block R, Rajender Nagar Part 1, New Rajinder Nagar, New Delhi, Delhi",110060,,,India,,,,,,28.6339395,77.1805971,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.63393,77.18059,"The Caring Touch, R-721, Block R, Rajender Nagar Part 1, New Rajinder Nagar, New Delhi, Delhi, , 110060",28.634035,77.180487,110060,"New Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.291262136,0.671468743,0.6,0.755419113,0.004430201,0.25,0.044302008,0.59803199
590,"The Caring
 Touch","R-721, New Rajinder Nagar,
 New Delhi. Tel. No. 011-
 28745151, 28745252",,,,India,,,,,,28.6339395,77.1805971,ROOFTOP,"NABH
 Accredited
 18.11.2019","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"The Caring
 Touch, R-721, New Rajinder Nagar,
 New Delhi. Tel. No. 011-
 28745151, 28745252, , ",28.6339395,77.1805971,110060,"New Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.210526316,0.584535413,0.442622951,0.615587011,0.003711911,0.179775281,0.037119114,0.506824524
592,"Ravi Eye
 Foundation","B-8 Ganesh Nagar, Tilak Nagar, New Delhi, Ganesh Nagar, Tilak Nagar, New Delhi, Delhi",110018,,,India,,,,,,28.634432,77.089283,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.634432,77.089283,"Ravi Eye
 Foundation, B-8 Ganesh Nagar, Tilak Nagar, New Delhi, Ganesh Nagar, Tilak Nagar, New Delhi, Delhi, , 110018",28.6344582,77.0893168,110018,"Patel Nagar Tehsil, West Delhi District, Delhi, 110018, India",,0.290598291,0.596407494,0.424,0.627361728,0.003652568,0.179775281,0.036525678,0.529611302
593,"Max
 Super specialty
 Hospital ","W-3, near Radisson Blu Hotel, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh",201012,,,India,,,,,,28.6345866,77.3330912,GEOMETRIC_CENTER,"NABH / NABL
 Accredited","Cardiology&Cardiothoracic
 Surgery,Endoscopic/
 Laparoscopicprocedures,
 Gynecology&Obstetrics,
 OrthopedicSurgeryincluding
 JointReplacement,General
 Medicine,Pulmonology,
 General Surgery, Neurology &
 Neurosurgery,Urology&
 Nephrology(Including
 Dialysis), Gastroenterology and
 GI Surgery, Vascular & Plastic
 Surgery,Paediatrics,Eye&
 ENT,Dental,Cancer
 treatment(Surgery,
 Chemotherapy & Radiotherapy)
 and Diagnostics.",,CGHS_hospitals,1,,28.63458,77.33309,"Max
 Super specialty
 Hospital , W-3, near Radisson Blu Hotel, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh, , 201012",28.6356338,77.3388511,201019,"Khora, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201019, India",,0.239316239,0.594975395,0.452380952,0.648649305,0.003323837,0.185185185,0.033238367,0.520736019
594,"ARCDiagnostic
 Clinic,
 ","1/100,GroundFloor,Old
 RajinderNagar,ShankarRoad,
 Delhi-110060.Tel.No.011-
 25370695.",,,,India,,,,,,28.6355547,77.1856287,ROOFTOP,Non NABH,"X-ray, USG",,CGHS_hospitals,0,,,,"ARCDiagnostic
 Clinic,
 , 1/100,GroundFloor,Old
 RajinderNagar,ShankarRoad,
 Delhi-110060.Tel.No.011-
 25370695., , ",28.6356679,77.1855069,110060,"Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.189655172,0.600092728,0.462121212,0.645439407,0.003084126,0.095652174,0.03084126,0.49250966
595,"Malik Radix
 Health Care
 Pvt. Ltd.
 (Hospital)","C-216, 217, 218 near Nirman Vihar Metro Station Exit Metro Gate no 4, Delhi",110092,,,India,,,,,,28.63541413,77.28830018,ROOFTOP,"NABH
 Accredited","GeneralMedicine,GeneralSurgery,
 Endoscopic/Laparoscopicprocedures,
 Eye, ENT, Obstetrics and Gynaecology,
 Orthopedic surgery and Diagnostics",,CGHS_hospitals,1,,28.6354141,77.28830018,"Malik Radix
 Health Care
 Pvt. Ltd.
 (Hospital), C-216, 217, 218 near Nirman Vihar Metro Station Exit Metro Gate no 4, Delhi, , 110092",28.6354528,77.288271,110051,"Preet Vihar, Nirman Vihar, Preet Vihar Tehsil, East Delhi District, Delhi, 110051, India",,0.246268657,0.61926523,0.470198675,0.653829653,0.002673201,0.066666667,0.026732012,0.509877155
597,Centre For Sight,"30, Rajouri Garden Marg, Main Market, Block J, Rajouri Garden, New Delhi, Delhi",110027,,,India,,,,,,28.6365,77.125443,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6365,77.125443,"Centre For Sight, 30, Rajouri Garden Marg, Main Market, Block J, Rajouri Garden, New Delhi, Delhi, , 110027",28.6433372,77.1236206,110027,"Rajouri Garden, Patel Nagar Tehsil, West Delhi District, Delhi, 110027, India",,0.308411215,0.653108262,0.559322034,0.727120994,0.004148834,0.217391304,0.04148834,0.583513587
598,Delhi Eye Centre,"3/24, Shankar Rd, opposite Post Office, Block 3, Old Rajinder Nagar ,New Delhi",110060,,,India,,,,,,28.63668123,77.18371334,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.63668123,77.18371334,"Delhi Eye Centre, 3/24, Shankar Rd, opposite Post Office, Block 3, Old Rajinder Nagar ,New Delhi, , 110060",28.6364936,77.1839317,110060,"Rajendra Nagar, Patel Nagar Tehsil, West Delhi District, Delhi, 110060, India",,0.264150943,0.636221032,0.564102564,0.730542759,0.003693485,0.147058824,0.036934852,0.552818759
599,"AmicareHospital
 Orthopedic&
 Multispeciality
 Centre,
 
 ","Plot No 15, 16, Makanpur, Nyay Khand I, Indirapuram, Ghaziabad, Uttar Pradesh",201014,,,India,,,,,,28.6403233,77.35206603,ROOFTOP,Non-NABH,"GeneralMedicine,General
 Surgery,Gynae.&Obst.,
 Orthopaedic (Including Joint
 Replacement),Cardiology,
 Psychiatry,Respiratory
 Medicine,Medical
 Gastroenterology,
 Nephrology,Neurology,
 Neurosurgery,ENT,Dental
 and Diagnostics.",,CGHS_hospitals,1,,28.6403233,77.352066,"AmicareHospital
 Orthopedic&
 Multispeciality
 Centre,
 
 , Plot No 15, 16, Makanpur, Nyay Khand I, Indirapuram, Ghaziabad, Uttar Pradesh, , 201014",28.6386461,77.3500923,201010,"Common Service Center And Jan Seva Kendra, ser saloni park, Khora, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201010, India",,0.285714286,0.700062504,0.625,0.77151675,0.002915452,0.138686131,0.029154519,0.587329187
